job_id,cv_id,score,company,position,cv_category,cv_industry
1,60,36.28,Apple,Apple Solutions Consultant,HR,HR
1,382,37.9,Apple,Apple Solutions Consultant,TEACHER,OTHER
1,1256,37.68,Apple,Apple Solutions Consultant,DIGITAL-MEDIA,OTHER
1,1400,13.06,Apple,Apple Solutions Consultant,CHEF,OTHER
1,453,41.17,Apple,Apple Solutions Consultant,ADVOCATE,OTHER
1,1374,36.81,Apple,Apple Solutions Consultant,CHEF,OTHER
1,835,37.97,Apple,Apple Solutions Consultant,FITNESS,OTHER
1,2440,37.52,Apple,Apple Solutions Consultant,AVIATION,OTHER
1,1704,21.02,Apple,Apple Solutions Consultant,ENGINEERING,MANUFACTURING
2,466,29.91,Netflix,Licensing Coordinator - Consumer Products,ADVOCATE,OTHER
2,2480,29.23,Netflix,Licensing Coordinator - Consumer Products,AVIATION,OTHER
2,1932,29.04,Netflix,Licensing Coordinator - Consumer Products,CONSTRUCTION,CONSTRUCTION
2,169,35.51,Netflix,Licensing Coordinator - Consumer Products,DESIGNER,OTHER
2,403,31.3,Netflix,Licensing Coordinator - Consumer Products,TEACHER,OTHER
2,1232,21.5,Netflix,Licensing Coordinator - Consumer Products,DIGITAL-MEDIA,OTHER
2,2346,30.73,Netflix,Licensing Coordinator - Consumer Products,ARTS,OTHER
2,2275,20.28,Netflix,Licensing Coordinator - Consumer Products,ARTS,OTHER
2,390,28.56,Netflix,Licensing Coordinator - Consumer Products,TEACHER,OTHER
2,1402,23.94,Netflix,Licensing Coordinator - Consumer Products,CHEF,OTHER
2,22,27.58,Netflix,Licensing Coordinator - Consumer Products,HR,HR
2,869,27.51,Netflix,Licensing Coordinator - Consumer Products,FITNESS,OTHER
2,1100,22.4,Netflix,Licensing Coordinator - Consumer Products,SALES,SALES
2,2403,25.85,Netflix,Licensing Coordinator - Consumer Products,AVIATION,OTHER
2,256,23.66,Netflix,Licensing Coordinator - Consumer Products,INFORMATION-TECHNOLOGY,IT
2,2124,27.53,Netflix,Licensing Coordinator - Consumer Products,PUBLIC-RELATIONS,OTHER
2,829,15.75,Netflix,Licensing Coordinator - Consumer Products,FITNESS,OTHER
2,1016,29.98,Netflix,Licensing Coordinator - Consumer Products,SALES,SALES
2,2389,17.69,Netflix,Licensing Coordinator - Consumer Products,AVIATION,OTHER
2,1613,23.26,Netflix,Licensing Coordinator - Consumer Products,APPAREL,OTHER
2,1934,33.7,Netflix,Licensing Coordinator - Consumer Products,CONSTRUCTION,CONSTRUCTION
2,199,19.44,Netflix,Licensing Coordinator - Consumer Products,DESIGNER,OTHER
2,1431,36.46,Netflix,Licensing Coordinator - Consumer Products,CHEF,OTHER
2,582,28.04,Netflix,Licensing Coordinator - Consumer Products,BUSINESS-DEVELOPMENT,SALES
2,519,22.05,Netflix,Licensing Coordinator - Consumer Products,ADVOCATE,OTHER
2,151,31.2,Netflix,Licensing Coordinator - Consumer Products,DESIGNER,OTHER
2,1465,30.4,Netflix,Licensing Coordinator - Consumer Products,CHEF,OTHER
2,42,26.05,Netflix,Licensing Coordinator - Consumer Products,HR,HR
2,2237,20.74,Netflix,Licensing Coordinator - Consumer Products,BANKING,FINANCE
2,2361,29.48,Netflix,Licensing Coordinator - Consumer Products,ARTS,OTHER
2,289,24.3,Netflix,Licensing Coordinator - Consumer Products,INFORMATION-TECHNOLOGY,IT
2,2273,16.8,Netflix,Licensing Coordinator - Consumer Products,ARTS,OTHER
2,411,20.93,Netflix,Licensing Coordinator - Consumer Products,TEACHER,OTHER
2,2044,30.17,Netflix,Licensing Coordinator - Consumer Products,PUBLIC-RELATIONS,OTHER
2,329,23.7,Netflix,Licensing Coordinator - Consumer Products,INFORMATION-TECHNOLOGY,IT
2,2064,25.8,Netflix,Licensing Coordinator - Consumer Products,PUBLIC-RELATIONS,OTHER
2,1822,25.35,Netflix,Licensing Coordinator - Consumer Products,ACCOUNTANT,OTHER
2,1931,21.24,Netflix,Licensing Coordinator - Consumer Products,CONSTRUCTION,CONSTRUCTION
2,1869,26.85,Netflix,Licensing Coordinator - Consumer Products,ACCOUNTANT,OTHER
2,1256,28.75,Netflix,Licensing Coordinator - Consumer Products,DIGITAL-MEDIA,OTHER
2,611,25.71,Netflix,Licensing Coordinator - Consumer Products,BUSINESS-DEVELOPMENT,SALES
2,498,32.15,Netflix,Licensing Coordinator - Consumer Products,ADVOCATE,OTHER
2,1063,26.03,Netflix,Licensing Coordinator - Consumer Products,SALES,SALES
2,1464,22.48,Netflix,Licensing Coordinator - Consumer Products,CHEF,OTHER
2,1892,35.01,Netflix,Licensing Coordinator - Consumer Products,ACCOUNTANT,OTHER
2,1081,28.87,Netflix,Licensing Coordinator - Consumer Products,SALES,SALES
2,177,16.7,Netflix,Licensing Coordinator - Consumer Products,DESIGNER,OTHER
2,305,21.53,Netflix,Licensing Coordinator - Consumer Products,INFORMATION-TECHNOLOGY,IT
2,16,30.12,Netflix,Licensing Coordinator - Consumer Products,HR,HR
2,828,22.48,Netflix,Licensing Coordinator - Consumer Products,FITNESS,OTHER
3,1066,17.09,Robert Half,Web Designer,SALES,SALES
3,770,24.62,Robert Half,Web Designer,HEALTHCARE,HEALTHCARE
3,67,29.95,Robert Half,Web Designer,HR,HR
3,1576,21.94,Robert Half,Web Designer,FINANCE,FINANCE
3,68,26.41,Robert Half,Web Designer,HR,HR
3,998,24.76,Robert Half,Web Designer,SALES,SALES
3,1079,30.2,Robert Half,Web Designer,SALES,SALES
3,586,27.39,Robert Half,Web Designer,BUSINESS-DEVELOPMENT,SALES
3,2220,25.29,Robert Half,Web Designer,BANKING,FINANCE
3,214,16.51,Robert Half,Web Designer,DESIGNER,OTHER
3,910,30.23,Robert Half,Web Designer,AGRICULTURE,OTHER
3,1358,16.67,Robert Half,Web Designer,CHEF,OTHER
3,1583,15.31,Robert Half,Web Designer,FINANCE,FINANCE
3,1290,44.02,Robert Half,Web Designer,DIGITAL-MEDIA,OTHER
3,20,30.41,Robert Half,Web Designer,HR,HR
3,2125,26.8,Robert Half,Web Designer,PUBLIC-RELATIONS,OTHER
3,2278,25.44,Robert Half,Web Designer,ARTS,OTHER
3,103,22.98,Robert Half,Web Designer,HR,HR
3,2311,29.23,Robert Half,Web Designer,ARTS,OTHER
3,1645,23.82,Robert Half,Web Designer,APPAREL,OTHER
3,1521,28.64,Robert Half,Web Designer,FINANCE,FINANCE
3,2195,22.86,Robert Half,Web Designer,BANKING,FINANCE
3,1232,26.31,Robert Half,Web Designer,DIGITAL-MEDIA,OTHER
3,640,26.85,Robert Half,Web Designer,BUSINESS-DEVELOPMENT,SALES
3,1663,22.54,Robert Half,Web Designer,APPAREL,OTHER
3,2324,28.95,Robert Half,Web Designer,ARTS,OTHER
3,2293,13.39,Robert Half,Web Designer,ARTS,OTHER
3,933,28.91,Robert Half,Web Designer,AGRICULTURE,OTHER
3,1693,23.02,Robert Half,Web Designer,ENGINEERING,MANUFACTURING
3,2011,31.15,Robert Half,Web Designer,CONSTRUCTION,CONSTRUCTION
3,1914,27.73,Robert Half,Web Designer,ACCOUNTANT,OTHER
3,1991,24.0,Robert Half,Web Designer,CONSTRUCTION,CONSTRUCTION
3,2153,23.79,Robert Half,Web Designer,BANKING,FINANCE
3,321,22.26,Robert Half,Web Designer,INFORMATION-TECHNOLOGY,IT
3,249,50.05,Robert Half,Web Designer,INFORMATION-TECHNOLOGY,IT
3,1789,16.4,Robert Half,Web Designer,ENGINEERING,MANUFACTURING
3,502,28.34,Robert Half,Web Designer,ADVOCATE,OTHER
3,2318,45.33,Robert Half,Web Designer,ARTS,OTHER
3,411,23.05,Robert Half,Web Designer,TEACHER,OTHER
3,1058,25.75,Robert Half,Web Designer,SALES,SALES
3,406,26.43,Robert Half,Web Designer,TEACHER,OTHER
3,465,25.13,Robert Half,Web Designer,ADVOCATE,OTHER
3,978,31.25,Robert Half,Web Designer,BPO,OTHER
3,344,28.7,Robert Half,Web Designer,TEACHER,OTHER
3,1649,26.42,Robert Half,Web Designer,APPAREL,OTHER
3,2003,29.04,Robert Half,Web Designer,CONSTRUCTION,CONSTRUCTION
3,1727,14.19,Robert Half,Web Designer,ENGINEERING,MANUFACTURING
3,1044,31.33,Robert Half,Web Designer,SALES,SALES
3,2476,14.95,Robert Half,Web Designer,AVIATION,OTHER
3,1818,14.75,Robert Half,Web Designer,ACCOUNTANT,OTHER
4,871,25.01,TrackFive,Web Developer,FITNESS,OTHER
4,1377,26.44,TrackFive,Web Developer,CHEF,OTHER
4,637,22.5,TrackFive,Web Developer,BUSINESS-DEVELOPMENT,SALES
4,570,21.29,TrackFive,Web Developer,BUSINESS-DEVELOPMENT,SALES
4,1570,20.83,TrackFive,Web Developer,FINANCE,FINANCE
4,1778,20.75,TrackFive,Web Developer,ENGINEERING,MANUFACTURING
4,1353,24.27,TrackFive,Web Developer,AUTOMOBILE,MANUFACTURING
4,1067,27.16,TrackFive,Web Developer,SALES,SALES
4,1913,20.16,TrackFive,Web Developer,ACCOUNTANT,OTHER
4,286,19.23,TrackFive,Web Developer,INFORMATION-TECHNOLOGY,IT
4,1758,24.39,TrackFive,Web Developer,ENGINEERING,MANUFACTURING
4,1987,18.05,TrackFive,Web Developer,CONSTRUCTION,CONSTRUCTION
4,806,25.58,TrackFive,Web Developer,FITNESS,OTHER
4,1157,22.58,TrackFive,Web Developer,CONSULTANT,OTHER
4,220,20.19,TrackFive,Web Developer,INFORMATION-TECHNOLOGY,IT
4,2128,31.18,TrackFive,Web Developer,PUBLIC-RELATIONS,OTHER
4,239,22.28,TrackFive,Web Developer,INFORMATION-TECHNOLOGY,IT
4,1464,14.97,TrackFive,Web Developer,CHEF,OTHER
4,681,25.14,TrackFive,Web Developer,HEALTHCARE,HEALTHCARE
4,60,17.15,TrackFive,Web Developer,HR,HR
4,319,31.66,TrackFive,Web Developer,INFORMATION-TECHNOLOGY,IT
4,229,45.03,TrackFive,Web Developer,INFORMATION-TECHNOLOGY,IT
4,95,27.03,TrackFive,Web Developer,HR,HR
4,1039,17.46,TrackFive,Web Developer,SALES,SALES
4,915,27.99,TrackFive,Web Developer,AGRICULTURE,OTHER
4,993,38.16,TrackFive,Web Developer,BPO,OTHER
4,768,18.78,TrackFive,Web Developer,HEALTHCARE,HEALTHCARE
4,160,18.54,TrackFive,Web Developer,DESIGNER,OTHER
4,1591,24.25,TrackFive,Web Developer,FINANCE,FINANCE
4,252,23.9,TrackFive,Web Developer,INFORMATION-TECHNOLOGY,IT
4,930,22.32,TrackFive,Web Developer,AGRICULTURE,OTHER
4,1511,32.4,TrackFive,Web Developer,FINANCE,FINANCE
4,1077,19.27,TrackFive,Web Developer,SALES,SALES
4,630,37.54,TrackFive,Web Developer,BUSINESS-DEVELOPMENT,SALES
4,2339,27.19,TrackFive,Web Developer,ARTS,OTHER
4,606,22.29,TrackFive,Web Developer,BUSINESS-DEVELOPMENT,SALES
4,722,18.45,TrackFive,Web Developer,HEALTHCARE,HEALTHCARE
4,311,43.02,TrackFive,Web Developer,INFORMATION-TECHNOLOGY,IT
4,2215,26.41,TrackFive,Web Developer,BANKING,FINANCE
4,1741,24.94,TrackFive,Web Developer,ENGINEERING,MANUFACTURING
4,1738,23.72,TrackFive,Web Developer,ENGINEERING,MANUFACTURING
4,1963,38.68,TrackFive,Web Developer,CONSTRUCTION,CONSTRUCTION
4,2161,41.64,TrackFive,Web Developer,BANKING,FINANCE
4,228,25.48,TrackFive,Web Developer,INFORMATION-TECHNOLOGY,IT
4,2405,23.96,TrackFive,Web Developer,AVIATION,OTHER
4,1878,39.62,TrackFive,Web Developer,ACCOUNTANT,OTHER
4,2464,22.02,TrackFive,Web Developer,AVIATION,OTHER
4,2096,27.03,TrackFive,Web Developer,PUBLIC-RELATIONS,OTHER
4,1362,22.93,TrackFive,Web Developer,CHEF,OTHER
4,1061,28.09,TrackFive,Web Developer,SALES,SALES
5,1155,52.05,DesignUps,Frontend Web Developer,CONSULTANT,OTHER
5,730,20.34,DesignUps,Frontend Web Developer,HEALTHCARE,HEALTHCARE
5,803,19.28,DesignUps,Frontend Web Developer,FITNESS,OTHER
5,1308,17.63,DesignUps,Frontend Web Developer,DIGITAL-MEDIA,OTHER
5,1271,17.41,DesignUps,Frontend Web Developer,DIGITAL-MEDIA,OTHER
5,2139,19.62,DesignUps,Frontend Web Developer,PUBLIC-RELATIONS,OTHER
5,573,17.48,DesignUps,Frontend Web Developer,BUSINESS-DEVELOPMENT,SALES
5,1739,19.05,DesignUps,Frontend Web Developer,ENGINEERING,MANUFACTURING
5,1373,61.0,DesignUps,Frontend Web Developer,CHEF,OTHER
5,2050,50.56,DesignUps,Frontend Web Developer,PUBLIC-RELATIONS,OTHER
5,83,20.93,DesignUps,Frontend Web Developer,HR,HR
5,228,18.62,DesignUps,Frontend Web Developer,INFORMATION-TECHNOLOGY,IT
5,454,54.08,DesignUps,Frontend Web Developer,ADVOCATE,OTHER
5,513,58.61,DesignUps,Frontend Web Developer,ADVOCATE,OTHER
5,1596,20.59,DesignUps,Frontend Web Developer,APPAREL,OTHER
5,1685,21.31,DesignUps,Frontend Web Developer,APPAREL,OTHER
5,300,16.26,DesignUps,Frontend Web Developer,INFORMATION-TECHNOLOGY,IT
5,1172,19.35,DesignUps,Frontend Web Developer,CONSULTANT,OTHER
5,2228,53.42,DesignUps,Frontend Web Developer,BANKING,FINANCE
5,2123,21.88,DesignUps,Frontend Web Developer,PUBLIC-RELATIONS,OTHER
5,1316,12.85,DesignUps,Frontend Web Developer,DIGITAL-MEDIA,OTHER
5,596,58.93,DesignUps,Frontend Web Developer,BUSINESS-DEVELOPMENT,SALES
5,1259,17.37,DesignUps,Frontend Web Developer,DIGITAL-MEDIA,OTHER
5,2348,19.4,DesignUps,Frontend Web Developer,ARTS,OTHER
5,465,14.69,DesignUps,Frontend Web Developer,ADVOCATE,OTHER
5,649,48.81,DesignUps,Frontend Web Developer,BUSINESS-DEVELOPMENT,SALES
5,958,18.72,DesignUps,Frontend Web Developer,AGRICULTURE,OTHER
5,1738,15.05,DesignUps,Frontend Web Developer,ENGINEERING,MANUFACTURING
5,1627,56.09,DesignUps,Frontend Web Developer,APPAREL,OTHER
5,2167,52.5,DesignUps,Frontend Web Developer,BANKING,FINANCE
5,117,20.07,DesignUps,Frontend Web Developer,DESIGNER,OTHER
5,1123,51.2,DesignUps,Frontend Web Developer,CONSULTANT,OTHER
5,1336,18.83,DesignUps,Frontend Web Developer,AUTOMOBILE,MANUFACTURING
5,161,19.1,DesignUps,Frontend Web Developer,DESIGNER,OTHER
5,2418,20.68,DesignUps,Frontend Web Developer,AVIATION,OTHER
5,221,16.11,DesignUps,Frontend Web Developer,INFORMATION-TECHNOLOGY,IT
5,737,22.64,DesignUps,Frontend Web Developer,HEALTHCARE,HEALTHCARE
5,1470,54.09,DesignUps,Frontend Web Developer,CHEF,OTHER
5,582,20.02,DesignUps,Frontend Web Developer,BUSINESS-DEVELOPMENT,SALES
5,1257,46.22,DesignUps,Frontend Web Developer,DIGITAL-MEDIA,OTHER
5,333,16.64,DesignUps,Frontend Web Developer,INFORMATION-TECHNOLOGY,IT
5,2346,17.99,DesignUps,Frontend Web Developer,ARTS,OTHER
5,54,15.13,DesignUps,Frontend Web Developer,HR,HR
5,675,20.46,DesignUps,Frontend Web Developer,BUSINESS-DEVELOPMENT,SALES
5,953,52.81,DesignUps,Frontend Web Developer,AGRICULTURE,OTHER
5,364,23.24,DesignUps,Frontend Web Developer,TEACHER,OTHER
5,18,19.98,DesignUps,Frontend Web Developer,HR,HR
5,1290,20.72,DesignUps,Frontend Web Developer,DIGITAL-MEDIA,OTHER
5,2009,18.23,DesignUps,Frontend Web Developer,CONSTRUCTION,CONSTRUCTION
5,2153,49.47,DesignUps,Frontend Web Developer,BANKING,FINANCE
6,1981,28.2,"Equisolve, Inc.",Remote Website Designer,CONSTRUCTION,CONSTRUCTION
6,1700,29.7,"Equisolve, Inc.",Remote Website Designer,ENGINEERING,MANUFACTURING
6,811,27.98,"Equisolve, Inc.",Remote Website Designer,FITNESS,OTHER
6,389,26.98,"Equisolve, Inc.",Remote Website Designer,TEACHER,OTHER
6,1570,22.42,"Equisolve, Inc.",Remote Website Designer,FINANCE,FINANCE
6,417,25.51,"Equisolve, Inc.",Remote Website Designer,TEACHER,OTHER
6,1601,26.05,"Equisolve, Inc.",Remote Website Designer,APPAREL,OTHER
6,1543,22.45,"Equisolve, Inc.",Remote Website Designer,FINANCE,FINANCE
6,1029,30.47,"Equisolve, Inc.",Remote Website Designer,SALES,SALES
6,675,34.92,"Equisolve, Inc.",Remote Website Designer,BUSINESS-DEVELOPMENT,SALES
6,1262,26.21,"Equisolve, Inc.",Remote Website Designer,DIGITAL-MEDIA,OTHER
6,641,23.79,"Equisolve, Inc.",Remote Website Designer,BUSINESS-DEVELOPMENT,SALES
6,71,32.64,"Equisolve, Inc.",Remote Website Designer,HR,HR
6,45,19.23,"Equisolve, Inc.",Remote Website Designer,HR,HR
6,697,29.87,"Equisolve, Inc.",Remote Website Designer,HEALTHCARE,HEALTHCARE
6,1584,24.86,"Equisolve, Inc.",Remote Website Designer,FINANCE,FINANCE
6,1685,25.42,"Equisolve, Inc.",Remote Website Designer,APPAREL,OTHER
6,2283,26.38,"Equisolve, Inc.",Remote Website Designer,ARTS,OTHER
6,970,34.55,"Equisolve, Inc.",Remote Website Designer,AGRICULTURE,OTHER
6,2373,30.43,"Equisolve, Inc.",Remote Website Designer,AVIATION,OTHER
6,666,18.31,"Equisolve, Inc.",Remote Website Designer,BUSINESS-DEVELOPMENT,SALES
6,480,27.46,"Equisolve, Inc.",Remote Website Designer,ADVOCATE,OTHER
6,2381,18.24,"Equisolve, Inc.",Remote Website Designer,AVIATION,OTHER
6,610,26.51,"Equisolve, Inc.",Remote Website Designer,BUSINESS-DEVELOPMENT,SALES
6,1880,19.48,"Equisolve, Inc.",Remote Website Designer,ACCOUNTANT,OTHER
6,2322,28.53,"Equisolve, Inc.",Remote Website Designer,ARTS,OTHER
6,1432,24.01,"Equisolve, Inc.",Remote Website Designer,CHEF,OTHER
6,1150,21.96,"Equisolve, Inc.",Remote Website Designer,CONSULTANT,OTHER
6,242,20.91,"Equisolve, Inc.",Remote Website Designer,INFORMATION-TECHNOLOGY,IT
6,1242,23.29,"Equisolve, Inc.",Remote Website Designer,DIGITAL-MEDIA,OTHER
6,1135,23.22,"Equisolve, Inc.",Remote Website Designer,CONSULTANT,OTHER
6,1216,26.98,"Equisolve, Inc.",Remote Website Designer,CONSULTANT,OTHER
6,2046,34.04,"Equisolve, Inc.",Remote Website Designer,PUBLIC-RELATIONS,OTHER
6,512,33.04,"Equisolve, Inc.",Remote Website Designer,ADVOCATE,OTHER
6,241,26.97,"Equisolve, Inc.",Remote Website Designer,INFORMATION-TECHNOLOGY,IT
6,1852,17.2,"Equisolve, Inc.",Remote Website Designer,ACCOUNTANT,OTHER
6,640,19.27,"Equisolve, Inc.",Remote Website Designer,BUSINESS-DEVELOPMENT,SALES
6,1128,25.26,"Equisolve, Inc.",Remote Website Designer,CONSULTANT,OTHER
6,2312,32.06,"Equisolve, Inc.",Remote Website Designer,ARTS,OTHER
6,549,27.81,"Equisolve, Inc.",Remote Website Designer,ADVOCATE,OTHER
6,1558,23.51,"Equisolve, Inc.",Remote Website Designer,FINANCE,FINANCE
6,844,25.2,"Equisolve, Inc.",Remote Website Designer,FITNESS,OTHER
6,720,28.19,"Equisolve, Inc.",Remote Website Designer,HEALTHCARE,HEALTHCARE
6,1845,24.52,"Equisolve, Inc.",Remote Website Designer,ACCOUNTANT,OTHER
6,1591,20.62,"Equisolve, Inc.",Remote Website Designer,FINANCE,FINANCE
6,2193,27.05,"Equisolve, Inc.",Remote Website Designer,BANKING,FINANCE
6,221,16.81,"Equisolve, Inc.",Remote Website Designer,INFORMATION-TECHNOLOGY,IT
6,2088,27.77,"Equisolve, Inc.",Remote Website Designer,PUBLIC-RELATIONS,OTHER
6,261,31.02,"Equisolve, Inc.",Remote Website Designer,INFORMATION-TECHNOLOGY,IT
6,1261,22.53,"Equisolve, Inc.",Remote Website Designer,DIGITAL-MEDIA,OTHER
7,2080,27.53,Zander Insurance Agency,Web Designer,PUBLIC-RELATIONS,OTHER
7,292,28.29,Zander Insurance Agency,Web Designer,INFORMATION-TECHNOLOGY,IT
7,1811,17.48,Zander Insurance Agency,Web Designer,ACCOUNTANT,OTHER
7,1208,35.72,Zander Insurance Agency,Web Designer,CONSULTANT,OTHER
7,701,28.16,Zander Insurance Agency,Web Designer,HEALTHCARE,HEALTHCARE
7,1493,27.37,Zander Insurance Agency,Web Designer,FINANCE,FINANCE
7,1267,17.45,Zander Insurance Agency,Web Designer,DIGITAL-MEDIA,OTHER
7,2075,30.08,Zander Insurance Agency,Web Designer,PUBLIC-RELATIONS,OTHER
7,922,26.6,Zander Insurance Agency,Web Designer,AGRICULTURE,OTHER
7,1775,28.39,Zander Insurance Agency,Web Designer,ENGINEERING,MANUFACTURING
7,1013,27.88,Zander Insurance Agency,Web Designer,SALES,SALES
7,171,28.63,Zander Insurance Agency,Web Designer,DESIGNER,OTHER
7,2027,28.97,Zander Insurance Agency,Web Designer,CONSTRUCTION,CONSTRUCTION
