job_id,cv_id,score,skill_jaccard,skill_coverage,skill_precision,skill_overlap_count,job_skills_count,cv_skills_count,experience_gap,experience_ratio,experience_match,job_experience_required,cv_experience_years,education_gap,education_match,job_education_level,cv_education_level,seniority_match_score
0,367,38.66,0.16666666666666666,0.2,0.5,2,10,4,-3.0,0.625,0,8.0,5.0,0,1,3,3,0.625
0,1526,14.66,0.15384615384615385,0.2,0.4,2,10,5,-7.0,0.125,0,8.0,1.0,-2,0,3,1,0.125
0,1586,30.89,0.16666666666666666,0.2,0.5,2,10,4,-5.0,0.375,0,8.0,3.0,1,1,3,4,0.375
0,263,30.91,0.13333333333333333,0.2,0.2857142857142857,2,10,7,-5.0,0.375,0,8.0,3.0,0,1,3,3,0.375
0,704,23.55,0.08333333333333333,0.1,0.3333333333333333,1,10,3,-7.0,0.125,0,8.0,1.0,0,1,3,3,0.125
0,1478,30.78,0.07142857142857142,0.1,0.2,1,10,5,-5.0,0.375,0,8.0,3.0,1,1,3,4,0.375
0,879,25.63,0.2,0.3,0.375,3,10,8,-6.0,0.25,0,8.0,2.0,-2,0,3,1,0.25
0,1562,27.77,0.14285714285714285,0.2,0.3333333333333333,2,10,6,-7.0,0.125,0,8.0,1.0,0,1,3,3,0.125
0,1661,22.84,0.09090909090909091,0.1,0.5,1,10,2,-8.0,0.0,0,8.0,0.0,0,1,3,3,0.0
0,1176,20.14,0.09090909090909091,0.1,0.5,1,10,2,-8.0,0.0,0,8.0,0.0,0,1,3,3,0.0
0,1631,15.15,0.1,0.1,1.0,1,10,1,-8.0,0.0,0,8.0,0.0,-2,0,3,1,0.0
0,47,32.78,0.16666666666666666,0.2,0.5,2,10,4,-5.0,0.375,0,8.0,3.0,1,1,3,4,0.375
0,614,32.65,0.07142857142857142,0.1,0.2,1,10,5,29.0,4.625,1,8.0,37.0,1,1,3,4,0.0
0,1627,25.51,0.18181818181818182,0.2,0.6666666666666666,2,10,3,-7.0,0.125,0,8.0,1.0,0,1,3,3,0.125
0,1055,21.57,0.25,0.3,0.6,3,10,5,-7.0,0.125,0,8.0,1.0,-2,0,3,1,0.125
0,2200,32.01,0.25,0.3,0.6,3,10,5,-6.0,0.25,0,8.0,2.0,1,1,3,4,0.25
0,1094,22.82,0.18181818181818182,0.2,0.6666666666666666,2,10,3,-4.0,0.5,0,8.0,4.0,-2,0,3,1,0.5
0,1155,36.14,0.21428571428571427,0.3,0.42857142857142855,3,10,7,-6.0,0.25,0,8.0,2.0,1,1,3,4,0.25
0,486,26.18,0.16666666666666666,0.2,0.5,2,10,4,-7.0,0.125,0,8.0,1.0,0,1,3,3,0.125
0,868,9.27,0.07692307692307693,0.1,0.25,1,10,4,-7.0,0.125,0,8.0,1.0,-2,0,3,1,0.125
0,982,31.41,0.25,0.3,0.6,3,10,5,-7.0,0.125,0,8.0,1.0,0,1,3,3,0.125
0,2047,31.52,0.14285714285714285,0.2,0.3333333333333333,2,10,6,-6.0,0.25,0,8.0,2.0,1,1,3,4,0.25
0,31,28.29,0.2,0.2,1.0,2,10,2,-6.0,0.25,0,8.0,2.0,1,1,3,4,0.25
1,1448,44.76,0.0,0.0,0.0,0,2,2,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,1045,31.05,0.0,0.0,0.0,0,2,2,-3.0,0.0,0,3.0,0.0,2,1,1,3,0.0
1,714,60.27,0.09090909090909091,0.5,0.1,1,2,10,2.0,1.6666666666666667,1,3.0,5.0,4,1,1,5,1.0
1,1474,25.4,0.0,0.0,0.0,0,2,2,9.0,4.0,1,3.0,12.0,0,1,1,1,0.30000000000000004
1,2303,64.01,0.1111111111111111,0.5,0.125,1,2,8,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,3,52.62,0.3333333333333333,0.5,0.5,1,2,2,-3.0,0.0,0,3.0,0.0,0,1,1,1,0.0
1,337,64.84,0.14285714285714285,0.5,0.16666666666666666,1,2,6,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,2006,65.05,0.2,0.5,0.25,1,2,4,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,1076,60.89,0.25,0.5,0.3333333333333333,1,2,3,-2.0,0.3333333333333333,0,3.0,1.0,2,1,1,3,0.5
1,342,37.84,0.0,0.0,0.0,0,2,3,-2.0,0.3333333333333333,0,3.0,1.0,2,1,1,3,0.5
1,1827,67.81,0.1111111111111111,0.5,0.125,1,2,8,0.0,1.0,1,3.0,3.0,3,1,1,4,1.0
1,318,65.63,0.16666666666666666,0.5,0.2,1,2,5,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,136,32.29,0.0,0.0,0.0,0,2,2,-3.0,0.0,0,3.0,0.0,2,1,1,3,0.0
1,1227,71.85,0.3333333333333333,0.5,0.5,1,2,2,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,485,66.11,0.16666666666666666,0.5,0.2,1,2,5,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,1870,67.61,0.16666666666666666,0.5,0.2,1,2,5,0.0,1.0,1,3.0,3.0,2,1,1,3,1.0
1,1594,56.91,0.2,0.5,0.25,1,2,4,-2.0,0.3333333333333333,0,3.0,1.0,2,1,1,3,0.5
1,2123,52.45,0.3333333333333333,0.5,0.5,1,2,2,-3.0,0.0,0,3.0,0.0,2,1,1,3,0.0
1,1398,47.49,0.0,0.0,0.0,0,2,5,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,2300,45.6,0.25,0.5,0.3333333333333333,1,2,3,27.0,10.0,1,3.0,30.0,4,1,1,5,0.0
1,1730,58.25,0.2,0.5,0.25,1,2,4,-2.0,0.3333333333333333,0,3.0,1.0,0,1,1,1,0.5
1,1874,49.14,0.1,0.5,0.1111111111111111,1,2,9,5.0,2.6666666666666665,1,3.0,8.0,3,1,1,4,0.7
1,2279,63.39,0.16666666666666666,0.5,0.2,1,2,5,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,2118,55.56,0.3333333333333333,0.5,0.5,1,2,2,-3.0,0.0,0,3.0,0.0,2,1,1,3,0.0
1,1684,46.63,0.0,0.0,0.0,0,2,4,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,203,44.37,0.0,0.0,0.0,0,2,3,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,1635,68.61,0.2,0.5,0.25,1,2,4,0.0,1.0,1,3.0,3.0,3,1,1,4,1.0
1,293,69.89,0.1111111111111111,0.5,0.125,1,2,8,0.0,1.0,1,3.0,3.0,2,1,1,3,1.0
1,2338,53.67,0.25,0.5,0.3333333333333333,1,2,3,-2.0,0.3333333333333333,0,3.0,1.0,0,1,1,1,0.5
1,2321,67.58,0.16666666666666666,0.5,0.2,1,2,5,0.0,1.0,1,3.0,3.0,3,1,1,4,1.0
1,2450,68.81,0.16666666666666666,0.5,0.2,1,2,5,0.0,1.0,1,3.0,3.0,2,1,1,3,1.0
1,2206,48.11,0.0,0.0,0.0,0,2,5,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,1465,70.92,0.125,0.5,0.14285714285714285,1,2,7,0.0,1.0,1,3.0,3.0,0,1,1,1,1.0
1,1716,40.2,0.0,0.0,0.0,0,2,4,-2.0,0.3333333333333333,0,3.0,1.0,2,1,1,3,0.5
1,226,43.3,0.0,0.0,0.0,0,2,2,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,631,41.3,0.14285714285714285,0.5,0.16666666666666666,1,2,6,29.0,10.666666666666666,1,3.0,32.0,0,1,1,1,0.0
1,194,36.36,0.0,0.0,0.0,0,2,3,-2.0,0.3333333333333333,0,3.0,1.0,2,1,1,3,0.5
1,1038,25.2,0.0,0.0,0.0,0,2,2,-3.0,0.0,0,3.0,0.0,-1,0,1,0,0.0
1,2099,63.85,0.25,0.5,0.3333333333333333,1,2,3,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,2464,64.6,0.16666666666666666,0.5,0.2,1,2,5,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,2293,39.17,0.0,0.0,0.0,0,2,3,-2.0,0.3333333333333333,0,3.0,1.0,2,1,1,3,0.5
1,1460,55.73,0.25,0.5,0.3333333333333333,1,2,3,-2.0,0.3333333333333333,0,3.0,1.0,2,1,1,3,0.5
1,1492,40.35,0.07692307692307693,0.5,0.08333333333333333,1,2,12,13.0,5.333333333333333,1,3.0,16.0,3,1,1,4,0.0
1,375,67.67,0.3333333333333333,0.5,0.5,1,2,2,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,2252,47.21,0.0,0.0,0.0,0,2,4,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,135,59.91,0.25,0.5,0.3333333333333333,1,2,3,-2.0,0.3333333333333333,0,3.0,1.0,2,1,1,3,0.5
1,417,54.0,0.16666666666666666,0.5,0.2,1,2,5,-2.0,0.3333333333333333,0,3.0,1.0,2,1,1,3,0.5
1,25,63.34,0.2,0.5,0.25,1,2,4,-1.0,0.6666666666666666,0,3.0,2.0,3,1,1,4,1.0
1,1744,23.71,0.0,0.0,0.0,0,2,7,7.0,3.3333333333333335,1,3.0,10.0,3,1,1,4,0.5
1,2242,51.82,0.1,0.5,0.1111111111111111,1,2,9,4.0,2.3333333333333335,1,3.0,7.0,3,1,1,4,0.8
2,1591,31.05,0.125,0.2857142857142857,0.18181818181818182,2,7,11,-5.0,0.375,0,8.0,3.0,2,1,1,3,0.375
2,2029,29.11,0.07692307692307693,0.14285714285714285,0.14285714285714285,1,7,7,-5.0,0.375,0,8.0,3.0,3,1,1,4,0.375
2,1956,23.99,0.14285714285714285,0.14285714285714285,1.0,1,7,1,-8.0,0.0,0,8.0,0.0,2,1,1,3,0.0
2,2113,32.86,0.25,0.2857142857142857,0.6666666666666666,2,7,3,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
2,987,32.32,0.13333333333333333,0.2857142857142857,0.2,2,7,10,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
2,1604,35.77,0.2857142857142857,0.2857142857142857,1.0,2,7,2,-8.0,0.0,0,8.0,0.0,2,1,1,3,0.0
2,807,20.72,0.1,0.14285714285714285,0.25,1,7,4,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
2,595,46.05,0.08333333333333333,0.14285714285714285,0.16666666666666666,1,7,6,2.0,1.25,1,8.0,10.0,2,1,1,3,1.0
2,806,27.25,0.2222222222222222,0.2857142857142857,0.5,2,7,4,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
2,1866,21.55,0.0,0.0,0.0,0,7,5,-5.0,0.375,0,8.0,3.0,3,1,1,4,0.375
2,1536,24.68,0.07692307692307693,0.14285714285714285,0.14285714285714285,1,7,7,-5.0,0.375,0,8.0,3.0,3,1,1,4,0.375
2,1632,24.32,0.14285714285714285,0.14285714285714285,1.0,1,7,1,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
2,2384,34.69,0.25,0.2857142857142857,0.6666666666666666,2,7,3,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
2,951,34.17,0.18181818181818182,0.2857142857142857,0.3333333333333333,2,7,6,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
2,1100,24.21,0.125,0.14285714285714285,0.5,1,7,2,-8.0,0.0,0,8.0,0.0,0,1,1,1,0.0
2,262,25.62,0.09090909090909091,0.14285714285714285,0.2,1,7,5,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
2,1642,25.18,0.125,0.14285714285714285,0.5,1,7,2,-8.0,0.0,0,8.0,0.0,0,1,1,1,0.0
2,2353,31.09,0.0625,0.14285714285714285,0.1,1,7,10,-5.0,0.375,0,8.0,3.0,3,1,1,4,0.375
2,2156,34.5,0.2,0.2857142857142857,0.4,2,7,5,-5.0,0.375,0,8.0,3.0,3,1,1,4,0.375
2,739,32.72,0.09090909090909091,0.14285714285714285,0.2,1,7,5,-4.0,0.5,0,8.0,4.0,3,1,1,4,0.5
2,268,24.84,0.1,0.14285714285714285,0.25,1,7,4,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
2,2110,37.11,0.25,0.2857142857142857,0.6666666666666666,2,7,3,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
2,1338,24.97,0.14285714285714285,0.14285714285714285,1.0,1,7,1,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
2,1627,36.31,0.25,0.2857142857142857,0.6666666666666666,2,7,3,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
2,682,22.01,0.1111111111111111,0.14285714285714285,0.3333333333333333,1,7,3,-7.0,0.125,0,8.0,1.0,0,1,1,1,0.125
2,494,28.48,0.1,0.14285714285714285,0.25,1,7,4,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
2,1935,26.23,0.1,0.14285714285714285,0.25,1,7,4,-5.0,0.375,0,8.0,3.0,0,1,1,1,0.375
2,2298,31.48,0.2857142857142857,0.2857142857142857,1.0,2,7,2,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
2,475,29.76,0.2222222222222222,0.2857142857142857,0.5,2,7,4,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
2,648,24.84,0.09090909090909091,0.14285714285714285,0.2,1,7,5,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
2,1684,26.12,0.1,0.14285714285714285,0.25,1,7,4,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
2,1141,45.35,0.2222222222222222,0.2857142857142857,0.5,2,7,4,-3.0,0.625,0,8.0,5.0,4,1,1,5,0.625
2,135,34.11,0.25,0.2857142857142857,0.6666666666666666,2,7,3,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
2,1426,16.95,0.0,0.0,0.0,0,7,1,-4.0,0.5,0,8.0,4.0,-1,0,1,0,0.5
2,85,63.28,0.25,0.2857142857142857,0.6666666666666666,2,7,3,0.0,1.0,1,8.0,8.0,3,1,1,4,1.0
2,1693,25.76,0.08333333333333333,0.14285714285714285,0.16666666666666666,1,7,6,-5.0,0.375,0,8.0,3.0,3,1,1,4,0.375
2,1499,32.17,0.18181818181818182,0.2857142857142857,0.3333333333333333,2,7,6,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
2,1570,32.49,0.2857142857142857,0.2857142857142857,1.0,2,7,2,-8.0,0.0,0,8.0,0.0,0,1,1,1,0.0
2,2010,19.8,0.0,0.0,0.0,0,7,1,-8.0,0.0,0,8.0,0.0,0,1,1,1,0.0
2,2370,33.4,0.25,0.2857142857142857,0.6666666666666666,2,7,3,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
2,198,22.74,0.1,0.14285714285714285,0.25,1,7,4,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
2,1641,32.69,0.16666666666666666,0.2857142857142857,0.2857142857142857,2,7,7,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
2,30,32.41,0.2222222222222222,0.2857142857142857,0.5,2,7,4,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
2,1312,54.63,0.11764705882352941,0.2857142857142857,0.16666666666666666,2,7,12,2.0,1.25,1,8.0,10.0,2,1,1,3,1.0
2,1999,29.66,0.18181818181818182,0.2857142857142857,0.3333333333333333,2,7,6,-7.0,0.125,0,8.0,1.0,0,1,1,1,0.125
2,2111,28.47,0.1,0.14285714285714285,0.25,1,7,4,-5.0,0.375,0,8.0,3.0,2,1,1,3,0.375
2,1510,28.95,0.09090909090909091,0.14285714285714285,0.2,1,7,5,-5.0,0.375,0,8.0,3.0,2,1,1,3,0.375
2,1576,34.09,0.18181818181818182,0.2857142857142857,0.3333333333333333,2,7,6,-7.0,0.125,0,8.0,1.0,3,1,1,4,0.125
2,439,27.47,0.1111111111111111,0.14285714285714285,0.3333333333333333,1,7,3,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
2,1161,27.8,0.06666666666666667,0.14285714285714285,0.1111111111111111,1,7,9,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
3,47,33.79,0.14285714285714285,0.25,0.25,1,4,4,-5.0,0.375,0,8.0,3.0,3,1,1,4,0.375
3,2371,26.54,0.125,0.25,0.2,1,4,5,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
3,103,29.22,0.09090909090909091,0.25,0.125,1,4,8,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
3,1939,9.97,0.0,0.0,0.0,0,4,1,-8.0,0.0,0,8.0,0.0,-1,0,1,0,0.0
3,2346,31.56,0.14285714285714285,0.25,0.25,1,4,4,-7.0,0.125,0,8.0,1.0,0,1,1,1,0.125
3,329,32.66,0.2,0.25,0.5,1,4,2,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
3,872,35.88,0.16666666666666666,0.25,0.3333333333333333,1,4,3,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
3,1230,30.75,0.125,0.25,0.2,1,4,5,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
3,2367,23.53,0.0,0.0,0.0,0,4,6,-6.0,0.25,0,8.0,2.0,2,1,1,3,0.25
3,460,28.49,0.1111111111111111,0.25,0.16666666666666666,1,4,6,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
3,667,28.59,0.1111111111111111,0.25,0.16666666666666666,1,4,6,-7.0,0.125,0,8.0,1.0,0,1,1,1,0.125
3,2436,25.68,0.2,0.25,0.5,1,4,2,-8.0,0.0,0,8.0,0.0,2,1,1,3,0.0
3,307,28.81,0.2,0.25,0.5,1,4,2,-8.0,0.0,0,8.0,0.0,0,1,1,1,0.0
3,344,29.07,0.14285714285714285,0.25,0.25,1,4,4,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
3,843,22.31,0.125,0.25,0.2,1,4,5,-7.0,0.125,0,8.0,1.0,-1,0,1,0,0.125
3,2107,26.37,0.16666666666666666,0.25,0.3333333333333333,1,4,3,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
3,1223,29.91,0.14285714285714285,0.25,0.25,1,4,4,-7.0,0.125,0,8.0,1.0,0,1,1,1,0.125
3,1031,16.9,0.0,0.0,0.0,0,4,0,-8.0,0.0,0,8.0,0.0,0,1,1,1,0.0
3,856,28.98,0.125,0.25,0.2,1,4,5,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
3,165,31.77,0.16666666666666666,0.25,0.3333333333333333,1,4,3,-5.0,0.375,0,8.0,3.0,3,1,1,4,0.375
3,587,22.5,0.0,0.0,0.0,0,4,1,-8.0,0.0,0,8.0,0.0,0,1,1,1,0.0
3,1975,28.25,0.16666666666666666,0.25,0.3333333333333333,1,4,3,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
3,236,18.37,0.0,0.0,0.0,0,4,1,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
3,2284,26.7,0.14285714285714285,0.25,0.25,1,4,4,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
3,769,27.19,0.125,0.25,0.2,1,4,5,-7.0,0.125,0,8.0,1.0,0,1,1,1,0.125
3,498,37.09,0.1111111111111111,0.25,0.16666666666666666,1,4,6,12.0,2.5,1,8.0,20.0,3,1,1,4,0.5
3,459,29.61,0.14285714285714285,0.25,0.25,1,4,4,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
3,1967,30.63,0.2,0.25,0.5,1,4,2,-8.0,0.0,0,8.0,0.0,0,1,1,1,0.0
3,358,30.8,0.125,0.25,0.2,1,4,5,-7.0,0.125,0,8.0,1.0,0,1,1,1,0.125
3,34,28.51,0.125,0.25,0.2,1,4,5,-7.0,0.125,0,8.0,1.0,0,1,1,1,0.125
3,527,28.26,0.08333333333333333,0.25,0.1111111111111111,1,4,9,-5.0,0.375,0,8.0,3.0,3,1,1,4,0.375
3,1752,23.85,0.0,0.0,0.0,0,4,3,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
3,36,34.82,0.14285714285714285,0.25,0.25,1,4,4,-5.0,0.375,0,8.0,3.0,2,1,1,3,0.375
3,1793,30.54,0.16666666666666666,0.25,0.3333333333333333,1,4,3,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
3,1403,28.82,0.16666666666666666,0.25,0.3333333333333333,1,4,3,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
3,1343,45.98,0.1,0.25,0.14285714285714285,1,4,7,4.0,1.5,1,8.0,12.0,2,1,1,3,1.0
3,699,32.15,0.09090909090909091,0.25,0.125,1,4,8,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
3,666,26.44,0.1111111111111111,0.25,0.16666666666666666,1,4,6,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
3,1307,29.57,0.1,0.25,0.14285714285714285,1,4,7,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
3,2338,26.8,0.16666666666666666,0.25,0.3333333333333333,1,4,3,-7.0,0.125,0,8.0,1.0,0,1,1,1,0.125
3,1340,29.05,0.125,0.25,0.2,1,4,5,-5.0,0.375,0,8.0,3.0,3,1,1,4,0.375
3,443,30.34,0.1,0.25,0.14285714285714285,1,4,7,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
3,191,32.19,0.2,0.25,0.5,1,4,2,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
3,1737,17.69,0.0,0.0,0.0,0,4,2,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
3,1948,30.98,0.1111111111111111,0.25,0.16666666666666666,1,4,6,-5.0,0.375,0,8.0,3.0,2,1,1,3,0.375
3,1136,27.06,0.16666666666666666,0.25,0.3333333333333333,1,4,3,-7.0,0.125,0,8.0,1.0,0,1,1,1,0.125
3,1972,29.22,0.16666666666666666,0.25,0.3333333333333333,1,4,3,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
3,1361,29.93,0.16666666666666666,0.25,0.3333333333333333,1,4,3,-7.0,0.125,0,8.0,1.0,0,1,1,1,0.125
3,1512,25.84,0.0,0.0,0.0,0,4,8,-5.0,0.375,0,8.0,3.0,3,1,1,4,0.375
3,2199,53.18,0.14285714285714285,0.75,0.15,3,4,20,-3.0,0.625,0,8.0,5.0,2,1,1,3,0.625
4,1066,22.38,0.07142857142857142,0.09090909090909091,0.25,1,11,4,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
4,2482,29.36,0.11764705882352941,0.18181818181818182,0.25,2,11,8,-6.0,0.25,0,8.0,2.0,2,1,1,3,0.25
4,670,21.88,0.07142857142857142,0.09090909090909091,0.25,1,11,4,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
4,849,26.92,0.14285714285714285,0.18181818181818182,0.4,2,11,5,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
4,2096,37.43,0.2,0.2727272727272727,0.42857142857142855,3,11,7,-6.0,0.25,0,8.0,2.0,2,1,1,3,0.25
4,475,21.74,0.07142857142857142,0.09090909090909091,0.25,1,11,4,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
4,254,29.94,0.14285714285714285,0.18181818181818182,0.4,2,11,5,-6.0,0.25,0,8.0,2.0,3,1,1,4,0.25
4,401,22.98,0.08333333333333333,0.09090909090909091,0.5,1,11,2,-8.0,0.0,0,8.0,0.0,2,1,1,3,0.0
4,2051,29.59,0.13333333333333333,0.18181818181818182,0.3333333333333333,2,11,6,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
4,2135,30.23,0.23076923076923078,0.2727272727272727,0.6,3,11,5,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
4,994,13.43,0.08333333333333333,0.09090909090909091,0.5,1,11,2,-8.0,0.0,0,8.0,0.0,-1,0,1,0,0.0
4,1103,26.65,0.16666666666666666,0.18181818181818182,0.6666666666666666,2,11,3,-7.0,0.125,0,8.0,1.0,0,1,1,1,0.125
4,546,25.39,0.0625,0.09090909090909091,0.16666666666666666,1,11,6,-7.0,0.125,0,8.0,1.0,2,1,1,3,0.125
